head,type,tail
Alzheimer's disease,drug used for treatment,rivastigmine
Alzheimer's disease,has cause,second case
Alzheimer's disease,has cause,β amyloid peptide
Alzheimer,has cause,aging
Alzheimer,instance of,brain disorders
Alzheimer,drug used for treatment,calmodulin
Alzheimer,drug used for treatment,parbendazole
Alzheimer,drug used for treatment,pharmaceuticals
Amazonas River,tributary,Içá River
Amazonas River,tributary,putumayo
Amberlyst 15,subject has role,catalyst
American Board of Genetic Counselors,field of work,genetic counselor
American Cancer Society,field of work,pancreatic cancer
American College Medical Genetics and Genomics,field of work,Genomics
American Pain Society,field of work,Patient reported pain
American Society for Neural Therapy and Repair,inception,1993
Ammonium sulphate precipitated,subclass of,proteins
Amy F,has part,rt
Amyloid Cascade Hypothesis 2.0,instance of,mode of operation
Amyloid aggregation,has effect,Alzheimer's disease related pathology
Amyloid plaques,has cause,Alzheimer's disease
Amyotrophic Lateral Sclerosis,subclass of,neurodegenerative diseases
Amyotrophic lateral sclerosis,subclass of,amyloid disease
An online course enriched by patient perspectives,main subject,mental health
Anaplastic thyroid cancer,subclass of,thyroid cancer
Andre Walker,occupation,hair stylist
Androgen deprivation therapy,instance of,prostate cancer therapy
Angiopoietin 2,medical condition treated,endothelium injury
Animal experiments,studies,blood vessel
Animal model,studies,cell line
Animal opsin,subclass of,G protein coupled receptor
Annexin A1,instance of,protein
Annexin A6,instance of,protein
Annexin V FITC/PI double staining,subclass of,flow cytometry
Annexin V,subject has role,apoptotic cell staining
Annexin V,use,flow cytometry
Annexin V/PI cytofluorimetric test,facet of,apoptosis
Annexin V/PI protocol,subclass of,real time PCR
Anomanolide C,instance of,withanolide
Anopheles gambiae,has effect,malaria
Anopheles gambiae,parent taxon,mosquito
Anopheles,parent taxon,mosquito
Ant colonies,has part,ant
Antarctic expedition,participant,xv
Anterior cruciate ligament,medical condition treated,knee osteoarthritis
Anthropogenic global warming,has effect,constant warming
Anti Atlas Mountains,country,Morocco
Anti SARS CoV 2 receptor binding domain,subclass of,antibody
Anti miR 141 3p,subclass of,antagomir
Anti miR 141 3p,medical condition treated,bone microstructure
Anti miR 147,has part,miR 147
Antibiotic resistance,facet of,antimicrobial
Antibiotic resistance,subclass of,public health problems
Antibody dependent cell mediated cytotoxicity,facet of,monoclonal antibodies
Antifungal drug combination,subclass of,drug combination
Antimicrobial resistance,instance of,global issue
Antiphospholipid syndrome,subclass of,autoimmune thrombophilia
Antiseizure medications,medical condition treated,seizure
Api g 7 from celeriac,has effect,food allergies
Apical secretion,has part,mucin
Apis mellifera,parent taxon,Western honey bee
Apl receptor,subclass of,opioid receptor
Apodemus sylvaticus,parent taxon,wood mice
Apostichopus japonicus,parent taxon,sea cucumber
April 2022,point in time,April 2022
April,opposite of,September
Arab countries,has part,Egypt
Arab countries,facet of,Food literacy
Arabian Peninsula,located on terrain feature,Arabian Peninsula
Arabidopsis thaliana SUC1,subclass of,sucrose proton symporter
Arabidopsis thaliana mutant,subclass of,complex I deficient
Arabidopsis thaliana,parent taxon,Arabidopsis
Arabidopsis thaliana,parent taxon,dicot
Arctic Ocean,instance of,ocean
Arctic,has part,Chukchi Borderland
Arctic,instance of,climate
Area Under Curve,facet of,roc
Arm axial nerve cord,part of,arm
Armed Forces Institute of Ophthalmology,country,Pakistan
Armed Forces Institute of Ophthalmology,located in the administrative territorial entity,Rawalpindi
Army Medical College,country,Pakistan
Army Medical College,located in the administrative territorial entity,Rawalpindi
Arrhenius model,facet of,hydrogel
Arsenic contamination,has effect,widespread environmental detection
Artemia inclusion,has effect,total fish performance
Artemisia annua Linn,instance of,medicinal plant
Artemisia argyi Lévl,parent taxon,ai
Artemisia capillaris Thunb,instance of,medicinal plant
Artemisia kanashiroi Kitam,spouse,kitam
Artemisia pollen related food allergies,subclass of,defensin related food allergies
Artemisia pollen related,subclass of,food allergies
Arthritis,subclass of,musculoskeletal pain
Artificial cell,subclass of,compartmentalized system
Artificial light at night,subclass of,masking natural light:dark cycles
Aryl hydrocarbon receptor nuclear translocator like,subclass of,transcription factor
Asia Pacific,shares border with,East Asia
Asia,has part,Middle East
Asia,has part,northeast
Asparagine synthetase,part of,unfolded protein response
Aspergillus fumigatus,instance of,fungal pathogen
Aspergillus fumigatus,subject has role,thermotolerance
Aspergillus galactomannan,has effect,invasive aspergillosis
Assam,country,India
Association analysis,studies,phenotypic traits
Astyanax bimaculatus,parent taxon,twospot
Astyanax mexicanus,parent taxon,cavefish
Atherosclerosis Risk in Communities Study,part of,Multi Ethnic Study of Atherosclerosis
Atherton Todd reaction,subclass of,electrochemical
Atlantic Forest,country,Brazil
Atlantic Ocean,has part,Mediterranean Sea
Atomic absorption spectrometry,used by,Graphite furnace
Attenuated total reflection Fourier transform infrared,subclass of,spectroscopy
Attribution Non Commercial No Derivatives License,author,Creative Commons
Aurora Kinase A,subclass of,serine/threonine kinase
Australia,contains administrative territorial entity,New South Wales
Australian Twin family Study of Alcohol Use Disorder,main subject,aud
Australian and New Zealand Clinical Trial Registry,part of,actrn12621000181808
Australian bacteremia,has cause,Enterococcus faecium
Austria,continent,Europe
Austria,contains administrative territorial entity,salzburg
Autism spectrum disorder,subclass of,neurodevelopmental condition
Autism spectrum disorder,subclass of,neuropsychiatric comorbidities
Autism spectrum disorders,subclass of,heterogeneous group of disorders
Autochthonous leishmaniasis in Thailand,has cause,SARS CoV 2
Autocorrelated Kernel Density Estimator,use,home range
Autologous adipose derived stromal vascular fraction,medical condition treated,keloid
Autosomal dominant polycystic kidney disease,subclass of,monogenic
Autosomal recessive non syndromic hearing loss,subclass of,hearing loss
Auxin/INDOLE 3 ACETIC ACID,subclass of,transcriptional repressors
Axl deficient,has part,axl
Axl proficient,has part,axl
Axl signaling,has part,mapk
Axl stratified,subclass of,HCC
Axon regeneration,facet of,neuron
Axonal fusion,subclass of,reconnection
Aymé Gripp syndrome,subclass of,multisystem disorder
Azerbaijan,shares border with,türkiye
Aβ oligomer targeting agents,has part,Aβ oligomers
Aβ oligomer,subclass of,oligomer
Aβ oligomers,instance of,biomarker
Aβ oligomers,has effect,neurodegeneration
Aδ fiber bladder afferent pathways,opposite of,C fiber afferents
B ,subclass of,cell
B ALL,has cause,IL 15
B ALL,subclass of,leukemia
B ALL,subclass of,myc
B cell acute lymphoblastic leukemia,subclass of,hematopoietic malignancies
B cell acute lymphocytic leukaemia,drug used for treatment,Inotuzumab ozogamicin
B cell entities,part of,B cell
B cell malignancies,subclass of,cancer immunotherapy
B cell receptor,part of,immunoglobulin
B cell,has part,B cell entities
B cell,subclass of,acute lymphocytic leukaemia
B cell,has part,cd8
B cell,part of,peripheral blood
B mode ultrasound,instance of,imaging modality
B scan,subclass of,oct
B type,subclass of,natriuretic peptide
B. atrox,parent taxon,B. lanceolatus
B. atrox.,drug used for treatment,ciprofloxacin
B. cereus,parent taxon,B. megaterium
B. lanceolatus,taxonomic type,B. atrox
B. licheniformis,subclass of,gaba
BA.5 infection,drug used for treatment,mo1
BALB/C nude mice,has part,DPC X1
BAM complex,has part,OMP folding
BAM complex,has part,outer membrane
BAR domain,part of,pick1
BAR domain,part of,protein
BB group,subclass of,rat
BBB cells,opposite of,GBM cells
BBB crossing peptide,subclass of,peptide
BBIBP CorV,has part,bnt162b2
BC cell,subclass of,mammary epithelial cells
BC development,facet of,NF κB
BC diagnosis,has effect,BC progression
BC metastasis,subclass of,metastatic disease
BC progression,drug used for treatment,5 ARI
BC progression,has cause,BC diagnosis
BC research,located in the administrative territorial entity,bc
BC supplementation,has effect,antibiotic induced dysbiosis
BCI feedback trial,subclass of,ao
BCI feedback,facet of,passive AO effect
BCI loop,has part,action anticipation
BCI loop,has part,passive AO
BCL 2,has effect,apoptosis
BCL 2,instance of,phenotypic
BCR analysis,studies,gene
BCR analysis,studies,lineage tree
BD,has cause,osteogenic
BER pathway,subclass of,proteolysis
BET inhibitor,facet of,innate immunity
BFDV ZA PGM 70A,parent taxon,bfdv
BHET hydrolase,product or material produced,BHET (bis(hydroxyethyl) terephthalate)
BI 655064 180mg,medical condition treated,ln
BI 655064,has part,120mg
BI 655064,has part,180mg
BI 655064,has part,240mg
BI 655064,instance of,monoclonal antibody
BK polyomavirus,has effect,JC polyomavirus
BL 11,instance of,engineered strain
BM 37,instance of,mutant
BM PANNM,part of,3rd cycle test
BM PANNM,has part,ldh
BMC Biology,number of articles,19
BMI slope,subclass of,BMI phenotypes
BMP 2,has part,bone morphologic protein 2
BMP SMAD pathway,has part,BMP SMAD signaling
BMP SMAD pathway,has part,bmp6
BMP SMAD signaling,part of,BMP SMAD pathway
BMP signaling,opposite of,FGF signaling
BOA method,different from,bpm
BOA method,instance of,slopes of regression
BR signaling,has part,GmBES1 1
BR signaling,opposite of,nodulation factor (NF) signaling
BRCA1 A complex,has part,rap80
BRCA1 carrier,subclass of,estrogen receptor
BRCA1 complex,has part,abraxas1
BRCA1 deficient tumors,subclass of,HR proficient
BRCA1/2 pathogenic variants,has effect,familial epithelial ovarian cancer
BRCA2 deficient tumors,subclass of,HR proficient
BSL 2,instance of,biosafety level 2
BSL 3,instance of,biosafety level 2
BV treated,has part,saline
BZ resistant,opposite of,wild type
Bacillus licheniformis,medical condition treated,anxiety
Bacillus licheniformis,subject has role,probiotic
Bacillus megaterium,has effect,microfoulers
Bacillus paramycoides Cr6,subject has role,Cr(VI) removed bacterial resource
Bacillus paramycoides Cr6,subclass of,hexavalent chromium(Cr(VI)) removal bacterium
Bacillus subtilis,parent taxon,Escherichia coli
Bacillus subtilis,medical condition treated,fungal infections
Bacillus thuringiensis,instance of,insecticide
Bacillus velezensis FS26,parent taxon,bacillus
Bacterial CLP,subclass of,triple helices
Bacterial cellulose,subclass of,hydrogel
Bacterial collagens,subclass of,collagen
Bacterial meningitis,has cause,salmonella
Bacterial microcompartments,subclass of,bionanoreactor
Bacterial trans acyltransferase polyketide synthase,subclass of,megaenzyme
Bacteriological Analytical Manual,author,fda
Bacteroidetes living in close association with plants,parent taxon,bacteroidete
Baculoviral IAP repeat containing 3,subclass of,ubiquitin ligase
Balanced selection,subclass of,natural selection
Balkan Peninsula,country,Greece
Balkan Peninsula,country,albania
Balkan Peninsula,country,montenegro
Bandar Abbas,capital of,Hormozgan province
Bandar Abbas,country,Iran
Bardet Biedl Syndrome 4,subclass of,ciliopathy
Bark pH,instance of,correlation
Barley Bread,replaces,Ordinary Bread
Barnes et al.,field of work,genotype
Barrett's esophagus,subclass of,gastroesophageal reflux disease
Barrett's oesophagus,has cause,oesophageal adenocarcinoma
Barth syndrome,subclass of,X linked disorder
Basmati 370,instance of,cultivar
Basmati 370,has part,nDart1 0
Bateson Dobzhansky Muller model,instance of,population divergence
Batrachochytrium dendrobatidis,instance of,fungal pathogen
Bavarian State Collection of Zoology,country,Germany
Bavarian State Collection of Zoology,located in the administrative territorial entity,Munich
Bayesian mechanics,instance of,field of study
Bayesian mechanics,studies,free energy principle
Bayesian mechanics,subclass of,probabilistic mechanics
Bayesian random effects,subclass of,meta analyses
Bayesian random effects,subclass of,model
Bcl 2,instance of,expression levels
Bcl 2,instance of,gene
Bcl 2,instance of,protein family
Beauveria bassiana,parent taxon,Balsamo Crivelli
Beck Anxiety Inventory,facet of,anxiety
Beck Depression Inventory II,facet of,depressive
Beclin 1,subclass of,immune expression
Behavior and evolution,author,Roe A
Behavior and evolution,author,Simpson GG
Behaviour Change Wheel,facet of,behaviour change
Beijing,country,China
Beijing,country,People's Republic of China
Benign Paroxysmal Positional Vertigo,subclass of,vestibular neuritis
"Berkeley, California",different from,"University of California, Berkeley"
Biallelic CNTNAP2 loss,has effect,Pitt Hopkins like syndrome 1
Biao Ben,instance of,acupoint combination
Biao Ben,medical condition treated,irritable bowel syndrome
Big Five,has part,agreeableness
Big Five,has part,conscientiousness
Big Five,has part,extraversion
Big Five,has part,neuroticism
Big Five,has part,openness to experience
Bile acid,subclass of,detergent
Bile duct ligation,has part,carbon tetrachloride
Binge Eating Disorder,subclass of,eating disorder
Bioaccumulation factor,facet of,health status
Bioactive calcium phosphate ceramics,subclass of,inorganic part of bones
Biobank of Patients with Hashimoto's thyroiditis,country,Croatia
Biochemical diversity,has part,element
Biodegradable hydrogel,subclass of,biomolecule
Biology Lab Inventory of Critical Thinking in Ecology,field of work,ecology
Biology,part of,University of Ulm
Biomolecular communication,subclass of,message transmission
Biopolymer,subclass of,nanoparticle
Biotechnology,instance of,sector
Birt Hogg Dubé,has effect,hybrid oncocytic/chromophobe tumour
Black Caribbean,subclass of,blackness
Black people,instance of,ethnic minority
Black population in the US,opposite of,White population
Black population,opposite of,White population
Blainville's horned lizard,heritage designation,Species of Special Concern
Blastocyst complementation,subclass of,exogenic source of neurons
Blood fed,different from,sugar fed
Blood serum,subclass of,biofluid
Bobo Dioulasso,country,Burkina Faso
