head, type, tail
Inhibiting the function of these HSPs,subclass of,cancer therapies
T780T,part of,TPP
TPP,has part,T780T
Lister's,influenced by,Pasteur
inflammation,instance of,defence mechanism
pathogen,has effect,organism
organism,has cause,pathogen
innate immunity,has cause,pathogen
pathogen,has effect,innate immunity
innate immunological reaction,has effect,infection
decompression,subclass of,drainage
hand infection,studied by,emerging knowledge
Reduction or complete loss of traits,facet of,evolutionary history
Why and how trait loss,facet of,trait loss
cave,used by,Cave animal
Astyanax mexicanus,parent taxon,cavefish
genetic,part of,developmental
cavefish,parent taxon,cave animals
cavefish,has effect,trait loss
trait loss,has cause,cavefish
gamete,use,sexual reproduction
sexual reproduction,uses,gamete
anisogamy,opposite of,isogamy
isogamy,opposite of,anisogamy
gamete,different from,sex
sex,different from,gamete
hermaphroditic,subclass of,anisogamous
sexes,has effect,mate
mate,has cause,sexes
genome,part of,cytoplasm
mushroom,part of,fungi
fungi,has part,mushroom
cyto-nuclear conflicts model,facet of,fungi
obligately sexual,subclass of,competitive niches
outcrossing,subclass of,competitive niches
Agaricomycete,taxonomic type,Agaricomycete
Agaricomycete,parent taxon,Agaricomycete
species,has parts of the class,fungi
sex,has effect,mating
molecular,part of,evolutionary
plant,has parts of the class,tissues
tissues,part of,plant
tissues,has part,structure
X-ray fluorescence spectrometer,uses,X-ray
ultrastructure,subclass of,structure
Ca,has part,K
cell wall,part of,cytoplasm
chlorophyll,has part,oxygen
XRF,uses,X-ray
X-ray-induced radiation damage,facet of,X-ray radiation limits
Cross-disciplinary research,subclass of,expertise
perspectives,part of,communication
interdisciplinary research,subclass of,scientific specialization
cross-disciplinary,subclass of,research
Society for Integrative and Comparative Biology,located in the administrative territorial entity,"Austin, TX"
interdisciplinary,subclass of,scientist
Bovine milk peptide,subclass of,protein
fermentation,part of,digestion
health impact,has effect,disease
disease,has cause,health impact
Antibiotic resistance,facet of,antimicrobial
opioid,subject has role,antimicrobial
databases,use,computational biology
survival outcomes,subclass of,prediction
multimorbidity,subclass of,clinical problem
frailty model,subclass of,copula
residual correlation,subclass of,data
statistical power,facet of,model misspecification
type 2 diabetes,has effect,cardiovascular disease
Discrimination,subclass of,methods
residual correlation,subclass of,product method
copula,different from,frailty model
frailty model,different from,copula
copula and frailty model,instance of,data structure
risk factors,facet of,cardiovascular
dual-outcome method,facet of,survival outcomes
overfitting,subclass of,model misspecification
clinical,has part,methods
methods,part of,clinical
third dose,part of,inactivated coronavirus disease 2019 (COVID-19) vaccine
inactivated coronavirus disease 2019 (COVID-19) vaccine,has part,third dose
COVID-19 vaccine,has effect,humoral immune response
antibody,has cause,immunoglobulin G
BK polyomavirus,has effect,JC polyomavirus
JC polyomavirus,has cause,BK polyomavirus
retrospective,subclass of,cohort
rapamycin inhibitor,subclass of,antimetabolite
BKV,subclass of,viremia
JCV,subclass of,viremia
viruria,has effect,viremia
Bacterial trans-acyltransferase polyketide synthase,subclass of,megaenzymes
oximidine,subject has role,anticancer agent
benzolactone,subject has role,anticancer agent
oximidine,subject has role,antibiotic
monooxygenase,instance of,domain
methyltransferase,instance of,domain
oximidine,subject has role,catalytic
trypsin,subclass of,Host proteases
trypsin-like protease,subclass of,Host proteases
virus,has part,cell surface receptor
protease,subclass of,cleavage
Trypsin-like protease,subclass of,proteases
trypsin,subclass of,proteases
trypsin-like protease,subclass of,proteases
S1,subclass of,domains
S2,subclass of,domains
cellulose binding domain,subclass of,protein
trypsin-like,subclass of,proteases
Reporter assay,uses,reporter protein
trypsin,subclass of,protease
TMPRSS2,subclass of,protease
furin,subclass of,protease
cathepsin B,subclass of,protease
human airway trypsin,subclass of,protease
cathepsin L,subclass of,protease
inhibitor,subclass of,enzyme
SDS-PAGE,use,immunoblot
trypsin,subclass of,glycoprotein
antiviral,subclass of,drug screening
Alzheimer's disease,subclass of,related dementias
modifiable,subclass of,risk factors
rural health disparities,facet of,ADRD
behavioral,part of,biological
interpersonal,subclass of,factors
rural disparities,facet of,rural practitioners
Alzheimer's disease,subclass of,related dementia
cognitive health,facet of,rural barriers and facilitators
rural residents,has part,ADRD
ADRD,part of,rural residents
rural-specific,subclass of,ADRD
enamel,part of,teeth
secondary tumor,opposite of,primary tumor
primary tumor,opposite of,secondary tumor
metastasizing cancer cells,has effect,metastatic phenotype
metastatic phenotype,has cause,metastasizing cancer cells
mechanical stresses,subclass of,deleterious
cell death,subclass of,cell
proliferative,instance of,phenotype
metastasizing cancer cells,subclass of,malignancy
pattern formation,part of,muscle development
naïve limb muscle progenitor cell,part of,muscle connective tissue
muscle connective tissue,has part,naïve limb muscle progenitor cell
pSMAD1,subclass of,bone morphogenetic protein
5/9,subclass of,bone morphogenetic protein
migration,has effect,proliferation
proliferation,has cause,migration
proximodistal muscle,has part,myofibers
proximodistal muscle,has part,MPCs
MPCs,part of,proximodistal muscle
Hox,instance of,gene
early limb,subclass of,MPCs
annexins,subclass of,protein
protein,has part,amino termini
eukaryote,studied by,biology
eukaryotic,studied by,molecular cell biology
Annexin,instance of,gene
cell,part of,tissue
tissue,has parts of the class,cell
cancer,subclass of,pathologies
AnxA1,subclass of,annexins
2,subclass of,annexins
5,subclass of,annexins
6,subclass of,annexins
inflammatory conditions,subclass of,neoplasia
release,has cause,biotic stress
biotic stress,has effect,release
damage,opposite of,restore
restore,opposite of,damage
endoplasmic reticulum,connects with,mitochondria
mitochondria,connects with,endoplasmic reticulum
viral production,has cause,Viruses
ORF6,part of,coronavirus
LD lipid monolayer,has part,amphipathic helices
BAP31,instance of,proteins
USE1,instance of,proteins
mitochondrial outer membrane,part of,mitochondria
mitochondria,has part,mitochondrial outer membrane
LD biogenesis,subclass of,lipolysis
non-alcoholic fatty liver disease,subclass of,NAFLD
Non-alcoholic fatty liver disease,subclass of,fat accumulation in the liver
cirrhosis,has cause,inflammation
study,subclass of,research
NAFLD,instance of,bibliometric analysis
United Nations,has part,General Assembly
General Assembly,part of,United Nations
General Assembly,part of,UNESCO
UNESCO,has part,General Assembly
United States,shares border with,China
United States,shares border with,Japan
China,shares border with,United States
China,shares border with,Japan
Italy,shares border with,Japan
Japan,shares border with,United States
Japan,shares border with,China
Japan,shares border with,Italy
2013,point in time,2013
toxicology,part of,pharmacology
pharmaceutics,part of,pharmacology
1973,point in time,1973
2022,point in time,2022
interventions,facet of,NAFLD
Fig. 5,part of,Fig.
Ref.,has part,Ref.4
Ref.4,part of,Ref.
1957,point in time,1957
NAFLD,use,bibliometric analysis
Leiden University Medical Centre,inception,2008
John F. Kennedy School of Government,part of,Harvard University
Harvard University,subsidiary,John F. Kennedy School of Government
Hans Bloemendal Medal,conferred by,International Society for Stem Cell Research
in vitro systems,subclass of,disease modelling
premature termination codon,part of,mRNAs
Nonsense-mediated decay,instance of,surveillance pathway
mRNA,subclass of,protein
ubiquitin,part of,proteasome
genome,studied by,flow cytometry
flow cytometry,studies,genome
canonical ribosome-quality control,subclass of,protein degradation
PTC,subclass of,mRNAs
diapause,subclass of,reproductive
Drosophila melanogaster,parent taxon,fruit fly
Diuretic hormone 31,subclass of,neuropeptide
DH31 receptor,instance of,gene
yolk,part of,ovaries
JH biosynthesis,has effect,reproductive dormancy
loneliness,subclass of,Social isolation
social isolation,said to be the same as,loneliness
loneliness,said to be the same as,social isolation
potential causes,subclass of,conditions
social isolation,has effect,loneliness
loneliness,has cause,social isolation
management strategies,subclass of,potential
socially isolated,subclass of,lonely
education,has effect,treatment
treatment,has cause,education
lifespan,different from,demise
demise,different from,lifespan
Regulated cell death,studied by,biomedical studies
biomedical studies,studies,Regulated cell death
damaged cells,has effect,stressed
compensatory proliferation,subclass of,tissue repair
Compensatory proliferation,subclass of,regeneration
compensatory proliferation,has part,apoptosis
non-regenerative tissue,subclass of,apoptosis
ferroptosis,subclass of,necroptosis
tissue repair,part of,tissue
necroptosis,subclass of,apoptosis
terminally differentiated,subclass of,quiescent cells
LRRK2 G2019S,instance of,mutation
parkinsonism,instance of,pathological findings
LRRK2,has part,G2019S
G2019S,part of,LRRK2
New York Brain Bank,parent organization,Columbia University
Columbia University,subsidiary,New York Brain Bank
diffuse Lewy body disease,subclass of,Parkinson's disease
age of onset,facet of,parkinsonism
LRRK2,instance of,mutation
LRRK2,has effect,proteinopathy
proteinopathy,has cause,LRRK2
LRRK2,part of,TDP-43
TDP-43,has part,LRRK2
International Parkinson and Movement Disorder Society,different from,Parkinson and Movement Disorder Society
Parkinson and Movement Disorder Society,different from,International Parkinson and Movement Disorder Society
Coronavirus disease 2019,has effect,global pandemic
Coronavirus disease 2019,has cause,severe acute respiratory syndrome coronavirus 2
severe acute respiratory syndrome coronavirus 2,has effect,Coronavirus disease 2019
organoid,has part,stem cell
COVID-19,has parts of the class,human organoid
COVID-19,instance of,organoid
research hotspots,facet of,co-citation analysis
vaccine development,part of,drug discovery
"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California"
"Berkeley, California",different from,"University of California, Berkeley"
SARS,has cause,CoV-2
CoV-2,has effect,SARS
Down syndrome,subclass of,genetic disorder
adolescents,subclass of,children
meta-analysis,facet of,systematic review
PubMed,language of work or name,English-language
Scopus,language of work or name,English-language
systematic review,has part,meta-analysis
meta-analysis,part of,systematic review
selenium,has part,zinc
plasma,part of,blood
blood,has part,plasma
Cu,subclass of,Intraerythrocytic copper
lower in cases,opposite of,controls
controls,opposite of,lower in cases
micronutrient,subclass of,dietary supplement
subjective cognitive decline,has cause,amyloid
amyloid,has effect,subjective cognitive decline
White,different from,Black
White,different from,Hispanic-White
Black,different from,White
Black,different from,Hispanic-White
Hispanic-White,different from,White
Hispanic-White,different from,Black
amyloid positron emission tomography,studies,amyloid-CFI
amyloid-CFI,studied by,amyloid positron emission tomography
anxiety,has effect,Depression
self-,subclass of,study partner
study partner-CFI,subclass of,study partner
cognition,facet of,ethnoracial
self-,different from,study partner-SCD
study partner-SCD,different from,self-
ethnoracial,subclass of,cognition
